score,text
positive,I remember when i was back in the 08. The Dark Knight its a movie that everyone can think its about The Joker. Well The Joker is awesome but its not entirely him in this picture. Chris Nolan is a genius. This man has create a realistic world when everything in the screen can easily happen in real life. The shoots the screenplay everything is perfect. This is easily the best superhero movie of all time. The performances are OK but heres when Ledgers steals the show. His performance is so perfect very different from the others Jokers. This Joker is a insane man who lives of creating caos you can see that in the scene of the Money Burning and in the end. This man not steal not cheat but expends his own money to create caos. Simply brilliant. The Dark Masterpiece like everyone says to it. Chris Nolan we are waiting for rises.
positive,I remember when I used to not like Fantasy movies that much I thought what most people think. Cheesy/unrealistic/weird/freaky...you get the point. When I saw the 1st film I changed my mind I found myslef not only liking it but I loved it. The characters grow on you and they are oustanding in the last film Elijah Woods performance of Frodo was particularly good. These movies may seem childish to some people...but if you begin to accept it for all its magic battles and creatures you see something else. This isnt just a bunch of fancy words with wizards and fairy-tale creatures....its truly a wonderful story that is as real as anything. Do yourself a favor watch these movies. Youll be glad you did because the last one is truly amazing. Ive yet to see a better film and I dont think I ever will.
positive,I remember when I first got to see Pulp Fiction I knew absolutley nothing about this film id not even seen a poster or a review nor had I seen Resivoir Dogs although id seen posters for Res Dogs all over the place I cant remember who I watched this film with but the thing that struck me was the opening scene followed by the opening credits They hit me like a brick in the face with the music the likes of which id never heard in film before setting the scene for the fantasic film that was to follow I was transfixed Before Pulp Fiction id relied on more unintelligable action films to provide me with my film entertainment films like Terminator 2 Star Wars or Jurassic park all good films themselves but all relying on big explosions special effects and action to bring me entertainment but it was Pulp Fiction with its second to none dialogue brilliant casting and great sound track that finally made me realise that you dont need a bigger explosion a faster car chase or more arse kicking kung fu fights to make a more exciting or interesting film
positive,I remember watching this film when I was 13 The film changed my entire view of films and what they could be I used to only watch the films the had super-action in them From when I was 8 up to when I was 13 my favorite films were Terminator 2 Die Hard and Predator Now I still think that those are good films especially the first two but now my eyes were open to a whole new world of film I had never heard of talking for the sake of talking Do what the characters say have anything to do with the plot what so ever not most of the time But those conversations are probably the most important thing in the movie It helps tell who the character is faster than anything else could The performances in the film were all outstanding Im not mad that Travolta didnt win for Best Actor Hanks was brilliant as Forrest Gump But I do think Samuel L Jackson should have gotten a lot of awards for his performance as Jules Harvey Keital was absolutely brilliant as The Wolf His episode was my favorite of all of them A lot of people have ripped off Tarantinos style But now it seems that every film that has violence in it is compared to Tarantino I think he had a huge inpact on the film industry but not that big Otherwise he is my favorite filmmaker out there right now He has yet to dissapoint me 10/10
positive,I remember the first time I watched this film. When the last scene was over and the ending credits started rolling I felt some kind of a shudder. I was thrilled. What had just ended couldnt just be a movie or a simple film. I had witnessed something far more important. It was the most exhilarating experience I ever had. There is something about these 25 hours that makes it something of a bigger statement. Its granted that its the best movie in the superhero genre ever but I would argue that it could be one of the best films in general. Here you have an amazing script written by Cristopher and Jonathan Nolan covering issues like friendship family loss death madness politics pain and suffering failures and lies commitment and justice even technology and of course chaos. You have the excellent direction from one of the greatest directors of our time Cristopher Nolan. If you really think about it the main protagonist is wearing a suit that resembles a bat and running the streets with some kind of tank trying to save the world. And yet it translates on the big screen as if its a great tragic story taking place in the real world. As for other important recognitions: Wally Pfister does an amazing work at cinematography and Hans Zimmer with James Newton Howard decided to give us the most amazing  in years. It all went so great mainly because of the great collaboration between the director and everyone else. Nolan is proving to be really trying at getting the best out of his crew... and his attempts to keep every aspect of his work at the top level is shown without denying in the Dark Knight. Im sure you can all understand why its pretty clear that the best thing in the movie is the performances. If anyone told me that he managed to watch this movie and not chill at least for one time while the Joker was on screen... well I would not believe him. Heath Ledger as the Joker is resilient. His representation of this comic book character is epic. Take Cristopher Nolans script and execute it in a perfect way... then take out Heath Ledger and replace him. It would still be great but never the same. He elevated everything. Ledger was the only and perfect choice to play the Joker who for many years to come will represent the absolute and complete villain. But its not just the incomparable Ledger. Christian Bales act is so unique  there is nothing to say. It is just exceptionally plain good. A must to see movie for everyone that carries a heart. 
positive,I remember i saw the movie in the theater and i was just mesmerized by the performance of Heath Ledger. The acting was so unique and superb in every way that him passing away makes a movie lover very sad. Not only the acting caught my attention but the screenplay as well. Such lines as: Some men just want to watch the world burn and Its all about sending a message when Joker burns all the money. You can feel the chills even now cant you What i like about the movie is that it doesnt only tell the tale of a hero but the whole movie is sending a message that people can change things together. As for the ending I think Joker shouldve got a better ending. I mean we dont get to know where he was taken and what happened to him after Batman caught him. But thats a minor mistake in my opinion. The movie is perfect. Highly recommended  In heres where you need it most he says. You need it so you dont forget. Forget that there are places in the world that arent made out of stone. That theres a - theres a - theres something inside thats yours that they cant touch. Red Morgan Freeman doesnt think much of Andy at first picking that tall glass o milk with the silver spoon up his ass as the first new fish to crack. Andy says not a word and losing his bet Red resents him for it. But over time as the two get to know each other they quickly become the best of friends. This again is one of the films major strengths. Many movies are about love many flicks have a side-kick to the hero but Shawshank is the only one I can think of that looks honestly at the love between two best friends. It seems odd that Hollywood would skip this relationship time and again when its a feeling that weighs so much into everyones day to day lives. Perhaps its too sentimental to seem conventional but Shawshanks core friendship hits all the right notes and the film is much better for it. Its pacing is deliberate as well. As we spend the film watching the same actors it is easy to forget that the movies timeline spans well over 20 years. Such a huge measure of time would pass slowly in reality and would only be amplified in prison. And its not as if the film lacks interest in these moments. It still knows where its going it merely intends on taking its sweet time getting there. It pays off as well as the tedium of prison life makes the climax that much more exhilarating. For anyone who sees it it is a moment never to be forgotten. With themes of faith and hope there is a definite religious subtext to be found here. Quiet selfless and carefree Andy is an obvious Christ figure. Warden Norton Bob Gunton is obviously modeled on Richard Nixon who in his day was as close to a personified Satan as they come. But if you arent looking for subtexts the movie speaks to anyone in search of hope. It is a compelling drama and a very moving film perfectly written acted and shot. They just dont come much better than this. OVERALL : 9.8/10 = A+ The Shawshank Redemption served as a message of hope to Hollywood as well. More than any film in memory it proved there is life after box office. Besting Forrest and Fiction it ran solely on strong word of mouth and became the hottest rented film of 1995. It currently sits at #2 in the IMDbs Top 250 Films occasionally swapping spots with The Godfather as the top ranked film of all time -- redemption indeed. If you havent seen it yet what the hell are you waiting for As Andy says It comes down a simple choice really. Either get busy living or get busy dying. 
positive,I remember first watching this movie and yes Ive watched it many times. It was at a movie theater with my father. At the end of the movie I kind of just sat there and then looked at my dad. He just looked at me and said That was a good movie wasnt it The theatrics in this movie are astounding. This movie will have you on the edge wondering how and where the story will develop and go. Christopher Nolan was an excellent pick for Batman and Ill be disappointed to see him go. The Joker despite his horrid persona adds suspense and a mix of unpredictable action. If you havent purchased this movie or are thinking about purchasing this movie Ill save you the time and just tell you to go ahead and purchase it. You wont regret it.  what is so good about this film isit the story the director the actors or maybe just all of this things. I mean what makes this the best movie ever made Isit the feel-good feeling in the end I dont know a person whose doest feel good after this movie. Tims and Morganss performances both deserved Oscar but Im not gonna takeit from Tom Hanks that his performance in Forres Gump also deserved Oscar. So if anyone can tell me the ONE thing that makes this the best movie ever made. 
positive,i remember being one of the select few of being a bit overly excited hearing that guardians was about to get their big screen debut yes i knew it was a huge gamble honestly it was a winwin situation for them if it was good then mcu could bring any character to life if it was bad it was a lesson learned pair them up with the avengers like in the comics and continue on a lot of people werent thrilled about this but i kept my hopes high last night i was able to catch the movie on the night of july 31st holy crap this movie delivered i loved everything about this film it had everything it was hard for me to dislike any one on the team though rocket and groot were the stars of these losers starlord gamora and draxhell even yondu was nice one thing i really liked that had a bit of an advantage over the avengers was that they all sacrificed for each other they grew into a family the more and more the film developed the only gripe i had about the movie was i wish thanos was just a tad bit more in here ronan was cool but just didnt hit a home run maybe got to 3rd base but nothing past that what more can i say about this? easily the first 10 giving out from me in a long time you will laugh you will cryhave that tear in your eye never thought i would say that for a marvel film but you will even find yourself dancing stay for the end credits duh sit back and enjoy the nostalgia i wish i could have given this higher than a 10
positive,I really wish I could shake Quentins hand for this one He has really done it this is Mr Tarantino at his very best I know there are some low-minded people who dont like this type of a violent and - in the same time - awfully funny film containing drugs shooting and guns but I most certainly love it Actually I dont think this film is a very violent oneI know this is only my opinion and maybe Im used to watch violent films or something Well check out Tarantinos From dusk till dawn theres a bloody film with lots of splatter Still the big difference between for example From dusk till dawn and this one is the fact that From dusk till dawn is pure entertainment with no meaning of any kind and this is a very smart movie Ive seen this film about a million times but its never even slightly boring Outstanding script and wonderful actors: simply one of the best movies Ive ever seen truly a masterpiece
positive,I really wanted to watch this movie when it first came out but I didnt get a chance. I was so desperate to see why everyone was raving about it. When I saw it I automatically knew why. I instantly loved it. Everything about this film is brilliant. The superbly written smart and witty script has been suitably chosen for each character. The suspense that is built up in some scenes is done extremely well with the choppy editing by Lee Smith. Wally Pfisters camera work is outstanding. But what is probably the best thing about the film is the acting. Each actor does the role of their character magnificently well. None more so then Heath Ledger. His portrayal of the evil joker is so amazingly good that I still feel chills down the back of my spine every time he appears on screen. A film that can be loved by people who arent really batman fans. 10/10
positive,I really love how Quentin Tarentio reuses his cast through out his movies Every main character from his previous hit Reservoir Dogs made some kind of appearance in Pulp Fiction Not only do the actors tie his individual movies together but if you look back from his current movies to some of his first films you can usually find a little microcosm from that film that he used as a base to create a new film The movie had a good rhythm even with the scenes being out of order It defiantly keeps you thinking about the film and how the story really played out This film is pretty violent but not as much as Tarentios newer films Tarentio has his own style and is totally an auteur director of the modern film profession I would highly recommend seeing his films but be ready for some Extreme violence
positive,I really like this movie. I love Batman. I must say that this is one of the best films Ive seen I like it much better than Batman Begins but I think that it ended too fast and that two face shouldnt have died.. This movie is one of the best movies on the planet because of Heath Ledgers portrayal of the Joker. The story is so exciting and you are waiting with anticipation to see what happens next. The film sees Batman confront the Joker as he gets trapped in his twisted little games along the way. If you havent seen this movie get out there and buy it because Im telling you that you wont regret it. I give the film a 10/10.
positive,I really hate those censorious critics. When everyone is saying The Dark Knight is truly one of the top five movies in the whole history and the movie itself is becoming really popular someone laughs coldly and says things like this is the most overrated movie ever made. And if you go deeper to their ideas you find all they have done is pick up the small detailed flaws of the movie which is completely not affecting the whole quality and worthiness of seeing more than twice of the movie. Hey boy WHY SO SERIOUS I wonder if those people work in a watch factory in which you are never allowed to make a single tiny mistake because if you do you will ruin the whole work. Movie is art and art is never perfect. Its imperfection is the very thing that makes it amazing. The Dark Knight is not perfect or in other word can anyone name a literally perfect movie Is Godfather perfect or The Shawshank Redemption But they are indeed amazing arent they I really think The Dark Knight should be even longer maybe three hours will do. This is a so complex multi-layer script for many directors its too hard to tell the story and make it clear to the audience. The Nolans made it although not 100 percent but they did make it understood plus shining plus intriguing If the movie were long enough the story-telling would be even more clear and very importantly not that tied up which is the biggest shortage of The Dark Knight. Then its time to talk about why it is so amazing. I hate to say everything in the movie is great because thats over-simplifying and showing no respect for the standing out. THE JOKER its him who makes the movie different. Its not only about Heaths actingactually I have no idea how to describe how great his acting is it simply defies description its about the role. Many marvel that this joker is the NO1 villain of the history indeed he is why Because he never deserves anyones mercy in other words he is in absolute terms bad bad enough to go way beyond the punishment people make to measure the fierceness of bad. He is a villain that will stay longer in your heart and control your thoughts than your best hero image can do. A hero is an example
positive,i really enjoyed this movie the soundtrack was cool surprising and unique i was glad that the songs that peter listened to werent there just there to punch up a scene i might have chosen different songs but these songs were perfect and chris pratts peter is such a contemporary and real guy that no matter how odd situations became his reactions and utterances made everything seem plausible i only had a quibble with the narrow metaphorical background which seems to be a constant in most super hero films i wont go into details here just suffice it to say that when i saw chris pratts other film the lego movie i was encouraged to see the idea of the one relegated to the position of nonsense i loved it when morgan freemans wise man states that the reason that his prophesy is true is based on the fact that it rhymes back to guardians  the plot and script were solid the graphics were just amazing i watched the 3d version and it is excellent i always feel like 2d films are really missing something after a good 3d viewing and this 3d film is superb i do think that we are on some strange path of always having to one up the mayhem levels of previous films and i think that it does not make the drama more effective to continually raise the body count what is our intent in making films? i think we could make better films with less mindless darkness zombies and vampires and fears oh my
positive,I really dont like to jump on a band wagon like this. Though I had been longing for this movie for over a year and though I was expecting great things from it this nerdy and geeky talk of comic book fans best movie ever really got onto my nerves. Living in Germany I had to wait until yesterday to finally watch the movie and I could watch all the craziness going on on the net from afar. I still wanted to like the movie but I really feared that all this hype might ruin it for me. Well now that I have finally seen it I have to say that my fears were to a large part unnecessary. the movie is great and I think it is as good as a movie like this can be. Though I still get annoyed by teenagers who yell that this is the best movie ever I can understand where they are coming from. Every decade or so there is one movie that becomes a real phenomenon. And if you never experienced this than you become part of the group that says this is our movie and we wont let grumpy idiots take it away from us. When I was at that age for me it was Jurassic Park and later to a certain extent also Titanic and I bet most of the kids who hype this movie have not been consciously around then. I thought the acting was great overall. Heath Ledger definitely stands out. Christian Bale is great too. His work as the twisted Batman/Bruce Wayne character has to be a lot more subtle in this movie and he achieves that wonderfully. Unfortunately due to Ledgers tour de force performance Bales work seems to go unappreciated by many here. I could go on and on. There is not a single weak performance in this movie although the Mayor becomes a bit distracting because of his heavy eye-liner but thats not the actors fault. I love the scope of this movie. The main storyline is always in focus but there still is room for subplots here and there which are all set up perfectly and fit within the overall plot. And even though you might wish to see more of some characters like Alfred you nevertheless dont feel that they were underused. The pacing is great as well. You keep being interested the entire time and the movie flows so naturally that you never get the feeling that this action sequence here happens because there has to be an action sequence. So is this the best movie ever I leave that up to everyone to decide for himself. It is not perfect but no movie even the best is completely flawless. There are things in this movie that I didnt like too much. I wish they had done more with Two-Face and the whole bit about the cell phones seemed a bit gimmicky for me I also didnt like Batmans eyes in these scenes. But there is so much to like in this film. One has to applaud the filmmakers for going against conventions by for example killing of characters not just at the climax of the movie but right in the middle. I also loved it that the movie does not end with the big machine of the villain that he has to start in order to rule the world even Batman begins fell into that trap. They found a perfectly neat solution to it all and though I think the ending is not perfect I think it still is great as it is. The same thing can be said about the whole movie. I love it that the script of this movie is so smart that it even takes time to ask philosophical questions. Sure it doesnt go too deep but it is mentioned in a way that most moviegoers will be able to think about this. I had a perfect time at the cinema and think that for what it is this movie can indeed be called a masterpiece.
positive,I read the books before the films were made I was part of a reading group that discussed only the work of Tolkien and all that. The movies for me at the time and until today are amazing. Of course The Return of the King as a sum of all the finales you have in all those histories told by Tolkien at the same time is just flawless. I cried in all the ending as I had cried when I was reading. Those characters are part of my life. This history is part of my life. Some of my best friends are still part of our old reading group and even my fiancթ is the amazing girl that though we really bet somewhere else I got to really know in this same group. I think that there arent some many histories like this one that can connect people like me and my friends so profoundly.
positive,i read about this movie and i was told it took 11 years to be finished so that the actors could grow up as the movie was being made then i saw the title and read the plot and decided to give this a try it turned out to be the best decision of the month maybe of the year not only boyhood is extremely good its also relatable the film may be 3 hours long but i only noticed how long it was when it was actually over its that kind of film that keeps you thinking about anything in life in your life and it might be life changing for you as it was to the main character despite not having the most famous cast every single actor portrays a brilliant role and each one of the main characters shine the whole movie i highly recommend this one because you never know when were having a film as good as this
positive,I personally think this is the best movie ever made Now that is not to say it is my favorite movie to watch that isnt exactly true but I have yet watched a movie with a better interpretation of graphics storyline and overall entertainment. I found myself trudging through Fellowship of the Ring entertained by Two Towers and then BLOWN AWAY by Return of the King I love this movie and though it would eventually get old as it is not my FAVORITE movie it comes in a close second behind my favorite Revenge of the Sith. Still excellent movie and kudos to Peter Jackson and his like two seconds on screen getting shot by Legolas He made a truly spectacular movie. I recommend it to all my friends.
positive,i personally loved the film it is an impressionist film its about feelings and images and if you try to analyse individual strokes  the picture falls apart but so is metropolis albeit metropolis has a much better musical  despite the film shortcomings of which i will talk extensively i still give it 10 stars as its been a while since a movie would really engage me on some deeper levels of course there are plot gaps and the film stumbles sometimes dragging painfully slow sometimes rushing through skipping over but even despite the lack of consistency and attention to writing it brought me to magical places and i consider it to be one of the greatest movies ive seen up to date interstellar is evidently inspired by the 2001 space odyssey and i think christopher nolan in his attempt perhaps moved one step closer to making some of the ideas that kubrick expressed more palatable in case of 2001 space odyssey i appreciate the idea and feeling behind it but find it excruciatingly painful to endure long minutes of watching one cardboard piece slowly sliding on top of another  especially in this age where the audience is spoiled by the hyperrealistic cgi renderings just in case one have heightened expectations of the movie here are things that are wrong about interstellar and one should be prepared for it since the film is not about space at all  its about human emotions and also circumstances where our humanity would fall apart and reassemble itself differently interstellar is inherently impressionist and symbolic like metropolis where form and meaning of symbols take precedence over their literal meaning or technical implementation interstellar sacrifices a lot here are some of the things that are wrong with the film  overexaggerations and often stretched emotions where normal people would behave differently  massive plot holes and often lack of reason on behalf of the characters  bearable but mediocre musical   sketchy and shallow characters unreasonable immature adults behaving like spoiled teenagers  science touches some advanced topics while falling short at basics strictly speaking the movie is not science fiction i wish that christopher nolan for his next project would involve more mature and qualified people in writing pay attention to detail and spend more time in making characters more believable  i think by now he can certainly afford it that being said in my opinion interstellar is perhaps his best work up to date where for me personally its certainly more important than his other masterpiece dark knight as the latter was a form of high quality entertainment while interstellar is something to be inspired with speaking of the film  hans zimmer is definitely among my least favourite film composers he is not a composer at all a good sound designer at times but he cant do any music the loud minimalist  with organ chords sketchy piano notes and synths at times was reminiscent of also sprach zarathustra used in the kubriks movie and that created a certain atmosphere but the rest of the  if one would look for a positive word to describe it is hardly anything more than bearable
positive,I never saw this film on the silver screen. I didnt want to see it on video either. The video store owner implored me to watch it and I remember my emphatic reply. Im not watching a 3 hour film about a prison con doing tax returns for the guards. Fortunately for me this video store owner was a mightily persistent sort and I begrudgingly walked home not knowing that I had just rented the greatest film ever made. This film received no hype nor the mega-bucks publicity given to a lot of movie trash out there. Because they didnt need to - all they needed to do was to let people watch it because word of mouth is the best marketing ticket in town. And so it proved. The movie is long and relies on a storyline which has been covered many times. Wrongful conviction brutality in jail justice in the end. But it is the way in which the story is told and acted out that defines it quite rightly as IMDbs top ranked film. I dont care for Stephen King as an author but his vivid imagination coupled with his skill at telling a story a short story in this case is top drawer. We have a man Dufresne who after being convicted wrongfully for murder uses his accounting skills in jail solely to survive. Red Freeman the man who can get things befriends him. The story then slowly unravels with shocking scenes of brutality intertwined with flickers of how the human spirit can overcome the most hazardous odds. The Warden Samuel Norton is magnificent as a man whose corruption has spiralled out of control and will do almost anything to retain the status quo. Clancy Brown as the brutal guard completes the double act. The story twists and turns leaving the audience not quite knowing whether we are in for a harrowing or euphoric ending. And when the ending comes on that Mexican Beach you can almost hear the triumphant cheers ringing around the cinema halls. This is film making at its very best and it is highly unlikely that Robbins and Freeman will ever better it. Its one of those few occasions where 10 stars is not nearly high enough. So if you have been living under a rock or are as sceptical as I was in the early 90s then its time for me to adopt my friendly video store owners guise and say Watch this - its the best film ever made.
positive,I need to go again so I can see more of the movie - my first viewing was not enough to see everything. I must admit to being slightly disappointed by a couple of things: - I felt that the Palantir were not done well at all - no explanation and context seemed wrong - much I guess due to the cutting of Sarumans scenes. As an avid reader of the books I missed the Mouth of Sauron the mustering of the allies before Pelennor Fields Saurumans downfall and ultimate end during the Scouring of the Shire. My other issue is one that I guess cannot be overcome in movie adaptions of books and that is the loss of almost all of Tolkeins rich historical fabric of Middle Earth. To even attempt it would have required a voice over which I dont think would have worked. These minor nitpicks aside so many things were excellent: - The aerial tracking shot of Gandalf and Pippin riding up through the 7 rings of Minas Tirith The Witch King preparing for war and his downfall at the hands of Dernhelm Grond the Ride of the Rhorrim Shelob Gollum Samwise Gamgee - Sean Astin acting his socks off compared to any previous work Aragorn and all the men bowing to the four hobbits Overall I think Peter Jackson and fellowship have crafted a truely excellent movie and a fitting end to the Trilogy. I havent made up my mind whether it is the best of the three yet. I still favour FOTR if only for the reason that it was the first and it so clearly proved that it was possible to make Middle Earth real on film and keep the spirit of the books.
positive,I myself like most people love this movie and whenever it got to the end where you see Andy and Red smiling and embracing on the beach it always sent chills through my soul but I realized that in addition to that sequence where not a word is spoken between the two men its that deep blue ocean that makes the ending so dramatic. I think with the exception of a few outdoor scenes in the movie where you see a little sky the bulk of the movie is shot in the drab gray tones of prison cause prison is drab and gray so when that BIG BLUE OCEAN hits your eyes it makes the whole experience of their freedom and the fact that they never gave up hope that much more dramatic. Hope is definitely a good thing and quite possibly the best of ALL things.
positive,I must say that Pulp Fiction caught me totally surprised with its artistic story telling and dialogue Quentin Tarantino is the factor behind this and the cast are perfect for the story John Travoltas performance here is probably the best Ive ever seen from him and his dance here is the greatest he performed Pulp Fiction requires quiet a bit of thinking to endure the story because if youre the type who only likes special effects or who does not think and listen youll easily get turned off Understanding what you hear and see here is the key and I recommend this film to anyone who can Dont listen to those pro-life supporters anti-violence supporters special-effects-loversgo watch this film  beautiful but plain  action-packed but clever  touching but cynical  And oh these characters I love the film though i dont count Tarantino a genius or something as you may think not 
positive,I must say I was excited for this movie since the instant BATMAN BEGINS appeared on screen at the end of the first film. It was always going to be good and sadly it was always going to be over-hyped by the advertising warhorses. It is rare though that a movie can surpass all the hype and pass all expectations on the film. Nolan The Prestige Begins delivers on more than the Joker we remember from the Old Days of Burton and Nicholson. Instead were given a psychopathic sadist who pleasures from sheer anarchy. All the hailing of Ledgers performance are grounded. Watching it will make you feel a different chill down your spine than youd remember from any other film. Its impossible quite literally to relate to The Joker. He gets inside your head with his stories of how he got his scars makes you laugh at his sick jokes then makes you instantly wonder why youre laughing. If Ledger wasnt enough to horrify you - wait for Harvey Dent. Brilliantly portrayed by Aaron Eckhart as Gothams fallen White Knight and Batmans direct counterpart. His transformation will put Tommy Lee Jones portrayal look like childrens breakfast cartoons. Gyllenhaal had perfect chemistry with both Bale and Eckhart Michael Caine and Morgan Freeman both work well as Batmans conscience and of course Gary Oldman as Lieutenant Gordon were all solid. There are some major differences between The Dark Knight and Begins. Firstly the music is extremely disconcerted compared with the majestic but unfinished tones of Begins - but it suits the films tone: Anarchy in every sense. There was a more solid singular villain compared with the many in Begins - but there was also a lot more henchmen in TDK. The martial art direction was faster and more efficient - as mentioned in the film learning through experience. I was disappointed at the role of Scarecrow in this film it just felt like a loose thread and wasnt quite closed up or explained and the ending while it wasnt what I expected others have said that it was predictable but for me it wasnt was solid and suited the film well. All in all this is a film that is quite close if it isnt already a masterpiece. Nolan has a great thing going and unlike previous Superhero adaptations Spiderman and Fantastic Four for example there isnt campiness creeping in. In face if Batman Begins was 10/10 The Dark Knight deserves a 12. Quite simply the best possible sequel that couldve been given. If you watch this which I implore that you do you certainly wont regret it. One of the best movies of 2008 Ill wait till Quantum of Solace comes out before I pass judgement - but certainly a film worth getting excited for. If you dont like it then thats also fine - but keep in mind that you probably thought Meet The Spartans was a good movie so the rest of us wont take it to heart. Stunning in every aspect and exceeds all hype and expectation... Cant wait to watch it again or for the Blu-Ray
positive,I must admit I had my doubts whether this film would live up to the incredibly high standards set by the first two films but it has spectacularly succeeded. Once again Viggo Mortensen delivers a polished and convincing performance as Aragorn Orlando Bloom remains a very good Legolas and Elijah Wood puts in a fantastic performance as Frodo Baggins. The special effects and computer generated scenes remain incredible and very difficult to tell from the real scenes especially during the epic final battle. I always think that the final film in a series is the most difficult as the director has to tie up any loose ends but Peter Jackson makes it look effortless - this is definitely one of the best films he has ever made. While the trilogy doesnt exactly follow the plot of the books and this film is no exception it still captures all of the ideas laid out in the books by J.R.R.Tolkein. A must-watch film.
positive,I made my account on IMDb Just to Rate this movie. :- I had heard from someone that Tim Robins has done a great job in this movie. but when i started watching this movie i could not move my ass for 142 Min. its not just about Tim Robins or Morgen Freeman.. its the whole storylinedialogs and cinematography which insist you to watch this whenever you feel low in your life. Movie has some great lines. When AndyTim Robins brake the Jail Morgon Freeman says I have to remind myself that some birds arent meant to be caged. Their feathers are just too bright This movie has entertainment Feelings Action Drama a little comedy. In short everything we want to see in a movie. I have seen this movie around 100 times and sure will watch more then 10000 times before i die. 1 of the best movies i have ever seen in my life.. Wish i could see that sort of movie again in my life
positive,I love this movie. It is one of my favorite movies of all time. Of course the book is better it has more detail in it. But overall I think that the movie had some pretty awesome detail in it. I recommend this to anyone who has seen and liked The Hobbit. If you are going to watch this movie then I suggest that you get prepared for random attacks jumping up in your seat from a monster on the screen or even get a little bit excited for the romance that is in the movies of the series. If you dont like Harry Potter this is still a good movie for you to watch. You should probably watch the movies in order because the last one will make like no sense what-so-ever. Be prepared for action and adventure because that is what this movie is all about. Thank you for taking time to read my review on The Lord of the RingsThe Return of the King.
positive,I love this movie it is a perfect mixture of crime joke and wisdoms Quarterpounder = Royal Cheese Since today I have seen this film a dozen times Cant belief that this film is over 20 years old In my opinion this is the best Tarantino movie Every time I can recognize new things I love the para-language from John Travolta and the black humor from Samuel L Jackson This movie has three different stories Vincent Vega and Marsellus Wallace Wife golden watch and Bonnie situation with no time chronology Since today I have no idea what is in the suitcase  - 
positive,I love this movie almost as much as the second in the trilogy my favorite movie. The one complaint even though it goes with the book perfectly is Aragorns saving of Gondor with the dead army. For some reason it just seems to easy for them to win like that but it is in the book. To make up for that battle just watch the extended edition of the final battle at the black gates of Mordor which I loved. The whole story is such a great rendering of the book that i cant vote anything but a ten. Some of my other favorite parts are when Frodo wakes up at the end and when Bilbo goes to live with the elves. If you want to know more about this series check out a book called The Silmarilion which covers the making of the earth and the first and second ages. There are many references in the Lord of the rings to events which happened before most of the characters time excepting the immortal elves of course. Best Trilogy Ever.
positive,I love that line. Every time Samuel L. Jackson or Jules recites his line from he bible I am sitting there like wow. This is powerful stuff. And then BANG. He shoots somebody. Lets get it straight. Quinten Tarantino is a genius. As the movie goes the stories of 2 mobsters a mobsters wife a boxer and two restaurant robbers intertwine in absolutely the most perfect of ways. The two mobsters played by Jackson and John Travolta give two Oscar nominated performances in order to bring their characters to life. Uma Thurman who plays Marsellus Wallaces wife. The scene where she is drugged out and Vega travoltas character has to drive adrenaline through her heart I was sweating in my seat. SO INTENSE. Bruce Willis is also fantastic. Such a great movie perhaps the greatest ensemble of acting in a movie. Not a best picture winner however. I only say that because Forrest Gump is the greatest film of all time. But that being said Pulp Fiction wins in essentially any other year.
positive,I love Pulp Fiction There are no two ways about it From Samuel L Jacksons hip but stuck in the 70s gangster to Ving Vhames big and mean head gangster this movie provides no shortages of great acting This movie goes into several parts all kind of coming together in some way or another John Travola plays in my opinion the role of his career as Vincent Vega He takes out out the head gangsters wife on an almost-fatal date She snorts herion and Ill leave it to that I especially enjoyed Bruce Willis as the boxer I thought this was a great role for him He and the head ganster get in a massive fight and the gun-store owner and the sheriff do some repulsive things to the two of them Christopher Walken has a humorous cameo as the young boxers fathers army buddy When they kill a man inside their car Jackson and Travolta go to Quinton Tarantino who obviously feels a need for acting in his own movies who in turn calls a lets get to business type in Harvey Keitel Keitel does a good job in this role as he does in every role he ever does The ending is very good also I give it an A+
positive,I love everything about this film
positive,I love cinema I love Mr. Jackson I love Extended DVDs and I love New Line. Now that the trilogy is over I will at last be free to actively seek a girlfriend and rediscover the many faceted social life Ive been patiently ignoring for the better part of this century...  thrilling spectacle is underd with palpable human drama and it finally becomes clear why J.R.R. Tolkiens books continue to ring such bells so loudly in the lives of so many. 
